,ID,Date,Guilty,心理諮商,鑑定書,測謊鑑定,驗傷診斷書,通話紀錄,對話紀錄,坦承,指述,繪圖,輔導紀錄,同事關係,同居關係,按摩,男女朋友
408,臺灣新竹地方法院100年侵訴字第15號刑事判決,民國100年07月19日,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
409,臺灣屏東地方法院100年訴字第15號刑事判決,民國100年07月07日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,臺灣臺中地方法院100年侵訴字第36號刑事判決,民國100年06月16日,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,臺灣苗栗地方法院100年訴字第102號刑事判決,民國100年06月09日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
412,臺灣臺中地方法院99年訴字第3059號刑事判決,民國100年05月27日,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
413,臺灣高等法院臺南分院100年侵上訴字第188號刑事判決,民國100年05月17日,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,臺灣臺中地方法院100年侵訴字第2號刑事判決,民國100年05月17日,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
415,臺灣新竹地方法院99年訴字第199號刑事判決,民國100年05月13日,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
416,臺灣高等法院高雄分院99年上更(一)字第204號刑事判決,民國100年05月11日,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
417,臺灣高等法院99年上更(一)字第493號刑事判決,民國100年05月04日,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
418,臺灣雲林地方法院99年訴字第378號刑事判決,民國100年05月04日,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0
419,臺灣高雄地方法院100年訴字第43號刑事判決,民國100年04月29日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
420,臺灣臺北地方法院99年訴字第1120號刑事判決,民國100年04月29日,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
421,臺灣臺中地方法院100年訴字第344號刑事判決,民國100年04月26日,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
422,臺灣高等法院臺中分院99年上更(一)字第207號刑事判決,民國100年04月20日,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
423,臺灣高雄地方法院100年侵訴字第1號刑事判決,民國100年03月31日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
424,臺灣雲林地方法院100年訴字第33號刑事判決,民國100年03月30日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,臺灣臺北地方法院100年訴字第12號刑事判決,民國100年02月21日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
426,臺灣臺北地方法院99年訴字第2015號刑事判決,民國100年02月11日,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1
427,臺灣臺北地方法院99年訴字第1751號刑事判決,民國100年02月08日,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
428,臺灣彰化地方法院99年訴字第1224號刑事判決,民國100年01月31日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
429,臺灣高等法院99年上訴字第3924號刑事判決,民國100年01月21日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
430,臺灣高等法院高雄分院99年重上更(四)字第8號刑事判決,民國100年01月20日,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
431,臺灣臺中地方法院99年訴字第3707號刑事判決,民國100年01月19日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
432,臺灣臺北地方法院98年訴字第1759號刑事判決,民國100年01月12日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,臺灣臺中地方法院99年訴字第2924號刑事判決,民國100年01月06日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
434,臺灣高等法院110年原侵上訴字第1號刑事判決,民國110年04月28日,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
435,臺灣高等法院110年侵上訴字第21號刑事判決,民國110年04月21日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
436,臺灣高等法院109年侵上更一字第17號刑事判決,民國110年04月20日,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
437,臺灣花蓮地方法院109年原侵訴字第16號刑事判決,民國110年03月30日,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
438,臺灣臺北地方法院109年侵訴字第39號刑事判決,民國110年03月25日,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
439,臺灣高等法院109年侵上訴字第321號刑事判決,民國110年03月24日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
440,臺灣臺中地方法院109年軍侵訴字第17號刑事判決,民國110年03月18日,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
441,臺灣高雄地方法院109年侵訴字第38號刑事判決,民國110年03月10日,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,臺灣臺北地方法院108年侵訴字第34號刑事判決,民國110年03月09日,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
443,臺灣士林地方法院109年侵訴字第31號刑事判決,民國110年03月04日,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
444,臺灣高等法院臺中分院110年侵上訴字第12號刑事判決,民國110年02月24日,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
445,臺灣屏東地方法院109年原侵訴字第3號刑事判決,民國110年02月23日,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
446,臺灣新北地方法院109年侵訴字第149號刑事判決,民國110年02月23日,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
447,臺灣新北地方法院109年侵訴字第146號刑事判決,民國110年02月23日,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
448,臺灣新竹地方法院109年侵訴字第56號刑事判決,民國110年02月18日,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
449,臺灣高等法院臺南分院109年侵上訴字第423號刑事判決,民國110年02月09日,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1
450,臺灣橋頭地方法院109年侵訴字第28號刑事判決,民國110年02月05日,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
451,臺灣高等法院109年侵上訴字第325號刑事判決,民國110年02月03日,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
452,臺灣橋頭地方法院107年侵訴字第50號刑事判決,民國110年02月03日,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
453,臺灣桃園地方法院108年侵訴字第52號刑事判決,民國110年01月26日,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
454,臺灣新北地方法院109年侵訴字第103號刑事判決,民國110年01月21日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
455,臺灣桃園地方法院109年侵訴字第74號刑事判決,民國110年01月13日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
456,臺灣高等法院109年侵上訴字第205號刑事判決,民國110年01月06日,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
457,臺灣臺南地方法院109年侵訴字第57號刑事判決,民國110年01月06日,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1
458,臺灣臺中地方法院109年侵訴字第134號刑事判決,民國109年12月29日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
459,臺灣花蓮地方法院109年侵訴字第1號刑事判決,民國109年12月23日,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
460,臺灣臺中地方法院109年侵訴字第98號刑事判決,民國109年12月17日,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1
461,臺灣桃園地方法院109年侵訴字第69號刑事判決,民國109年12月17日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
462,臺灣新北地方法院109年侵訴字第40號刑事判決,民國109年12月17日,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
463,臺灣臺南地方法院109年侵訴字第64號刑事判決,民國109年12月10日,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
464,臺灣高等法院109年侵上訴字第280號刑事判決,民國109年12月02日,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
465,臺灣臺中地方法院109年侵訴字第96號刑事判決,民國109年11月30日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
466,臺灣臺南地方法院109年侵訴字第36號刑事判決,民國109年11月26日,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
467,臺灣高等法院高雄分院109年侵上訴字第74號刑事判決,民國109年11月25日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
468,臺灣臺南地方法院109年侵訴字第49號刑事判決,民國109年11月12日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
469,臺灣高等法院臺南分院109年侵上訴字第551號刑事判決,民國109年11月11日,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
470,臺灣新北地方法院109年侵訴字第23號刑事判決,民國109年11月11日,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
471,臺灣高等法院花蓮分院109年侵上訴字第3號刑事判決,民國109年11月10日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
472,臺灣苗栗地方法院108年侵訴字第39號刑事判決,民國109年11月06日,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
473,臺灣臺中地方法院108年侵訴字第176號刑事判決,民國109年11月05日,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
474,臺灣高等法院109年侵上訴字第261號刑事判決,民國109年11月04日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
475,臺灣新北地方法院109年侵訴字第55號刑事判決,民國109年11月03日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
476,臺灣嘉義地方法院109年侵訴字第5號刑事判決,民國109年10月22日,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
477,臺灣高等法院109年侵上訴字第254號刑事判決,民國109年10月21日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
478,臺灣高雄地方法院108年侵訴字第58號刑事判決,民國109年10月13日,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
479,臺灣高等法院109年侵上訴字第216號刑事判決,民國109年09月30日,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
480,臺灣新北地方法院108年侵訴字第178號刑事判決,民國109年09月30日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
481,臺灣臺北地方法院107年侵訴字第53號刑事判決,民國109年09月16日,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
482,臺灣高等法院109年侵上訴字第187號刑事判決,民國109年09月08日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
483,臺灣屏東地方法院109年侵訴字第16號刑事判決,民國109年08月28日,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,臺灣新北地方法院109年侵訴字第75號刑事判決,民國109年08月27日,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
485,臺灣高等法院高雄分院109年侵上更一字第6號刑事判決,民國109年08月25日,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
486,臺灣臺中地方法院108年侵訴字第139號刑事判決,民國109年08月25日,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
487,臺灣臺北地方法院108年侵訴字第75號刑事判決,民國109年08月25日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
488,臺灣高雄地方法院108年侵訴字第40號刑事判決,民國109年08月25日,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
489,臺灣臺中地方法院109年侵訴字第33號刑事判決,民國109年08月13日,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
490,臺灣高等法院臺南分院109年侵上訴字第282號刑事判決,民國109年08月05日,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
491,臺灣臺中地方法院108年侵訴字第102號刑事判決,民國109年08月05日,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
492,臺灣新北地方法院108年侵訴字第180號刑事判決,民國109年07月22日,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
493,臺灣雲林地方法院108年侵訴字第12號刑事判決,民國109年07月08日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
494,臺灣臺中地方法院108年侵訴字第85號刑事判決,民國109年07月06日,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
495,臺灣新北地方法院108年侵訴字第23號刑事判決,民國109年07月02日,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
496,臺灣高等法院109年軍侵上訴字第4號刑事判決,民國109年06月30日,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
497,臺灣高等法院高雄分院109年侵上訴字第36號刑事判決,民國109年06月30日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
498,臺灣高等法院花蓮分院109年軍侵上訴字第2號刑事判決,民國109年06月23日,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
499,臺灣臺中地方法院108年侵訴字第76號刑事判決,民國109年06月16日,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
500,臺灣新北地方法院108年侵訴字第84號刑事判決,民國109年06月12日,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
501,臺灣臺中地方法院108年侵訴字第109號刑事判決,民國109年06月11日,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
502,臺灣士林地方法院108年侵訴字第34號刑事判決,民國109年06月11日,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
503,臺灣新北地方法院108年侵訴字第142號刑事判決,民國109年06月10日,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
504,臺灣新北地方法院109年侵訴字第38號刑事判決,民國109年06月05日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
505,臺灣花蓮地方法院108年原侵訴字第10號刑事判決,民國109年06月03日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
506,臺灣高等法院臺南分院109年侵上訴字第161號刑事判決,民國109年05月28日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
507,臺灣臺北地方法院108年侵訴字第44號刑事判決,民國109年05月28日,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
508,臺灣苗栗地方法院108年侵訴字第36號刑事判決,民國109年05月13日,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
509,臺灣新北地方法院108年侵訴字第116號刑事判決,民國109年05月12日,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
510,臺灣高等法院臺南分院108年侵上訴字第222號刑事判決,民國109年04月15日,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,臺灣高等法院高雄分院108年侵上訴字第109號刑事判決,民國109年04月08日,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
512,臺灣臺中地方法院108年侵訴字第183號刑事判決,民國109年04月07日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
513,臺灣士林地方法院107年侵訴字第36號刑事判決,民國109年04月01日,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
514,臺灣雲林地方法院107年侵訴字第15號刑事判決,民國109年03月30日,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
515,臺灣高等法院108年侵上訴字第191號刑事判決,民國109年03月26日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
516,臺灣桃園地方法院107年原侵訴字第12號刑事判決,民國109年03月20日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
517,臺灣高等法院108年侵上訴字第115號刑事判決,民國109年03月18日,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
518,臺灣臺北地方法院107年侵訴字第34號刑事判決,民國109年03月12日,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
519,臺灣新北地方法院108年侵訴字第149號刑事判決,民國109年02月27日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
520,臺灣高等法院臺南分院108年侵上訴字第1367號刑事判決,民國109年02月26日,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
521,臺灣高等法院108年侵上訴字第292號刑事判決,民國109年02月26日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
522,臺灣屏東地方法院108年侵訴字第43號刑事判決,民國109年02月25日,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
523,臺灣臺中地方法院108年侵訴字第148號刑事判決,民國109年02月24日,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
524,臺灣屏東地方法院108年侵訴字第30號刑事判決,民國109年02月21日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
525,臺灣苗栗地方法院108年侵訴字第23號刑事判決,民國109年02月13日,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
526,臺灣高等法院臺中分院108年侵上訴字第133號刑事判決,民國109年02月11日,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
527,臺灣新北地方法院108年侵訴字第112號刑事判決,民國109年02月11日,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
528,臺灣臺南地方法院108年侵訴字第35號刑事判決,民國109年02月06日,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
529,臺灣臺中地方法院108年侵訴字第21號刑事判決,民國109年01月31日,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,臺灣花蓮地方法院108年侵訴字第5號刑事判決,民國109年01月22日,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
531,臺灣臺南地方法院108年侵訴字第62號刑事判決,民國109年01月21日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
532,臺灣新北地方法院108年侵訴字第76號刑事判決,民國109年01月09日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
533,臺灣高等法院高雄分院108年侵上訴字第82號刑事判決,民國108年12月31日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
534,臺灣臺中地方法院108年侵訴字第133號刑事判決,民國108年12月30日,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
535,臺灣高等法院108年侵上訴字第261號刑事判決,民國108年12月26日,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
536,臺灣高等法院108年原侵上重更三字第1號刑事判決,民國108年12月24日,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
537,臺灣高等法院108年侵上訴字第131號刑事判決,民國108年12月24日,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
538,臺灣桃園地方法院108年侵訴字第57號刑事判決,民國108年12月20日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
539,臺灣高等法院108年侵上訴字第10號刑事判決,民國108年12月17日,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
540,臺灣花蓮地方法院108年軍侵訴字第1號刑事判決,民國108年12月12日,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
541,臺灣臺中地方法院107年侵訴字第207號刑事判決,民國108年12月12日,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
542,臺灣基隆地方法院108年侵訴字第11號刑事判決,民國108年12月11日,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
543,臺灣屏東地方法院108年侵訴字第41號刑事判決,民國108年12月10日,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
544,臺灣高等法院108年侵上訴字第243號刑事判決,民國108年12月05日,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
545,臺灣高等法院臺中分院108年侵上訴字第117號刑事判決,民國108年12月05日,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
546,臺灣臺中地方法院108年侵訴緝字第3號刑事判決,民國108年12月03日,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
547,臺灣臺南地方法院108年侵訴字第36號刑事判決,民國108年11月20日,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
548,臺灣高等法院108年侵上訴字第146號刑事判決,民國108年11月12日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
549,臺灣橋頭地方法院107年侵訴字第52號刑事判決,民國108年11月08日,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
550,臺灣高等法院108年侵上訴字第121號刑事判決,民國108年10月31日,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
551,臺灣臺中地方法院108年軍訴字第8號刑事判決,民國108年10月25日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
552,臺灣南投地方法院108年侵重訴字第1號刑事判決,民國108年10月18日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
553,臺灣雲林地方法院107年侵訴字第1號刑事判決,民國108年10月17日,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
554,臺灣高等法院臺中分院108年侵上訴字第42號刑事判決,民國108年10月09日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
555,臺灣高等法院花蓮分院108年侵上訴字第13號刑事判決,民國108年10月09日,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1
556,臺灣臺中地方法院108年侵訴字第36號刑事判決,民國108年10月07日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,臺灣宜蘭地方法院108年侵訴字第14號刑事判決,民國108年09月26日,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
558,臺灣高等法院108年軍原侵上更一字第1號刑事判決,民國108年09月25日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
559,臺灣桃園地方法院107年侵訴字第96號刑事判決,民國108年09月12日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
560,臺灣橋頭地方法院107年侵訴字第18號刑事判決,民國108年09月10日,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1
561,臺灣高雄地方法院108年侵訴字第15號刑事判決,民國108年08月30日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
562,臺灣新竹地方法院107年侵訴字第53號刑事判決,民國108年08月30日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
563,臺灣臺中地方法院107年侵訴字第213號刑事判決,民國108年08月29日,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
564,臺灣臺中地方法院107年侵訴字第216號刑事判決,民國108年08月27日,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
565,臺灣高雄地方法院108年侵訴字第1號刑事判決,民國108年08月14日,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
566,臺灣臺中地方法院107年侵訴字第19號刑事判決,民國108年08月14日,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1
567,臺灣臺中地方法院107年侵訴字第206號刑事判決,民國108年07月31日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
568,臺灣桃園地方法院108年原侵訴字第4號刑事判決,民國108年07月22日,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
569,臺灣臺中地方法院107年侵訴字第147號刑事判決,民國108年07月17日,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
570,臺灣臺中地方法院106年侵訴字第195號刑事判決,民國108年07月17日,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
571,臺灣高等法院臺中分院108年侵上訴字第41號刑事判決,民國108年07月09日,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1
572,臺灣高等法院花蓮分院108年侵上訴字第2號刑事判決,民國108年07月04日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
573,臺灣桃園地方法院107年原侵訴字第5號刑事判決,民國108年07月04日,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
574,臺灣桃園地方法院107年侵訴字第23號刑事判決,民國108年07月04日,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
575,臺灣士林地方法院107年侵訴字第47號刑事判決,民國108年06月27日,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
576,臺灣桃園地方法院107年侵訴字第20號刑事判決,民國108年06月27日,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
577,臺灣臺中地方法院106年侵訴字第228號刑事判決,民國108年06月25日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
578,臺灣臺北地方法院107年侵訴字第48號刑事判決,民國108年06月24日,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
579,臺灣橋頭地方法院107年侵訴字第26號刑事判決,民國108年06月21日,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
580,臺灣臺北地方法院107年侵訴字第4號刑事判決,民國108年06月21日,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
581,臺灣高等法院107年原侵上重更二字第1號刑事判決,民國108年06月06日,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
582,臺灣臺南地方法院107年侵訴字第67號刑事判決,民國108年05月30日,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
583,臺灣臺南地方法院107年侵訴字第34號刑事判決,民國108年05月29日,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
584,臺灣臺中地方法院107年侵訴字第122號刑事判決,民國108年05月23日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
585,臺灣高等法院107年侵上訴字第286號刑事判決,民國108年05月21日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
586,臺灣臺中地方法院107年侵訴字第95號刑事判決,民國108年05月21日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
587,臺灣高等法院臺南分院108年侵上訴字第147號刑事判決,民國108年05月17日,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
588,臺灣橋頭地方法院107年侵訴字第51號刑事判決,民國108年05月17日,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
589,臺灣高等法院臺中分院107年侵上訴字第60號刑事判決,民國108年05月16日,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
590,臺灣屏東地方法院107年侵訴字第36號刑事判決,民國108年05月10日,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
591,臺灣臺南地方法院108年侵訴字第2號刑事判決,民國108年05月09日,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
592,臺灣花蓮地方法院107年侵訴字第11號刑事判決,民國108年05月07日,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
593,臺灣高等法院高雄分院108年侵上訴字第6號刑事判決,民國108年05月02日,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
594,臺灣高等法院高雄分院107年侵上更一字第4號刑事判決,民國108年04月25日,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
595,臺灣高等法院高雄分院108年侵上訴字第13號刑事判決,民國108年04月23日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
596,臺灣屏東地方法院106年軍侵訴字第2號刑事判決,民國108年04月17日,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
597,臺灣高等法院107年侵上訴字第302號刑事判決,民國108年04月11日,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
598,臺灣高等法院臺中分院107年侵上訴字第162號刑事判決,民國108年04月09日,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
599,臺灣臺中地方法院107年侵訴字第174號刑事判決,民國108年03月29日,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
600,臺灣高等法院107年侵上訴字第264號刑事判決,民國108年03月26日,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
601,臺灣臺中地方法院107年原侵訴字第7號刑事判決,民國108年03月26日,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
602,臺灣新北地方法院107年侵訴字第2號刑事判決,民國108年03月21日,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
603,臺灣新北地方法院107年侵訴字第117號刑事判決,民國108年03月20日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
604,臺灣臺中地方法院107年侵訴字第64號刑事判決,民國108年03月13日,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
605,臺灣苗栗地方法院107年侵訴字第25號刑事判決,民國108年03月08日,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
606,臺灣士林地方法院107年侵訴字第29號刑事判決,民國108年03月07日,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,臺灣臺北地方法院107年侵訴字第12號刑事判決,民國108年02月26日,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
608,臺灣高等法院臺中分院107年侵上更一字第8號刑事判決,民國108年02月13日,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
609,臺灣高等法院臺中分院107年侵上訴字第133號刑事判決,民國108年01月17日,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
610,臺灣臺南地方法院107年侵訴字第29號刑事判決,民國108年01月17日,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
